ID,Epic,Module,User Story,Actor,Loại FP,Độ phức tạp,Function Points
EP05-023,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn xóa hoặc chỉnh bán kính vùng đệm nhanh chóng để thử nhiều kịch bản.",Cán bộ quản lý,EI,Average,4
EP05-024,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn export kết quả vùng đệm và bảng thống kê để chia sẻ với đồng nghiệp.",Cán bộ quản lý,EO,Complex,7
EP05-025,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn lọc tài sản được thống kê trong vùng đệm theo loại và trạng thái để kết quả hữu ích hơn.",Cán bộ quản lý,EQ,Complex,6
EP05-026,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn xem diện tích vùng đệm và phạm vi phủ để đánh giá tác động.",Cán bộ quản lý,EO,Average,5
EP05-027,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi vùng đệm vượt quá phạm vi dữ liệu hiện có để điều chỉnh kịp thời.",Cán bộ quản lý,EO,Average,5
EP05-028,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Phân tích vùng đệm để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP05-029,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Phân tích vùng đệm để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP05-030,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Phân tích vùng đệm để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP05-031,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Phân tích vùng đệm theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP05-032,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Phân tích vùng đệm phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP05-033,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn chọn danh sách tài sản cần xử lý để hệ thống tính tuyến bảo trì tối ưu.",Cán bộ quản lý,EI,Complex,6
EP05-034,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn nhập điểm xuất phát và điểm kết thúc của đội bảo trì để tính lộ trình phù hợp.",Cán bộ quản lý,EI,Average,4
EP05-035,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn hệ thống tính đường đi ngắn nhất giữa nhiều điểm tài sản để tiết kiệm thời gian và chi phí.",Cán bộ quản lý,EO,Complex,7
EP05-036,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn xem tổng quãng đường và thời gian dự kiến của tuyến để lên kế hoạch nhân sự.",Cán bộ quản lý,EO,Complex,7
EP05-037,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn ưu tiên một số tài sản khẩn cấp trong quá trình tối ưu tuyến để đáp ứng SLA.",Cán bộ quản lý,EI,Complex,6
EP05-038,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn loại trừ các tuyến đường cấm hoặc không phù hợp phương tiện để lộ trình khả thi.",Cán bộ quản lý,EIF,Complex,10
EP05-039,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn xem lộ trình tối ưu hiển thị trực tiếp trên bản đồ để dễ kiểm tra.",Cán bộ quản lý,EO,Average,5
EP05-040,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn thay đổi thứ tự một vài điểm dừng thủ công sau khi tối ưu để phù hợp thực tế vận hành.",Cán bộ quản lý,EI,Complex,6
EP05-041,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn export lộ trình và danh sách điểm dừng để gửi cho đội hiện trường.",Cán bộ quản lý,EO,Average,5
EP05-042,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn lưu kịch bản tuyến đường để tái sử dụng cho các đợt bảo trì tương tự.",Cán bộ quản lý,EI,Average,4
EP05-043,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn so sánh nhiều phương án tuyến theo quãng đường và thời gian để chọn phương án tốt nhất.",Cán bộ quản lý,EO,Complex,7
EP05-044,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Tối ưu tuyến đường bảo trì để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP05-045,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Tối ưu tuyến đường bảo trì để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP05-046,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Tối ưu tuyến đường bảo trì để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP05-047,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Tối ưu tuyến đường bảo trì theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP05-048,"EPIC-05
Phân tích Không gian",Tối ưu tuyến đường bảo trì,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Tối ưu tuyến đường bảo trì phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP05-049,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn thống kê số lượng tài sản theo phường để nắm phân bố chi tiết.",Cán bộ quản lý,EO,Average,5
EP05-050,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn thống kê số lượng tài sản theo quận để tổng hợp ở cấp quản lý trung gian.",Cán bộ quản lý,EO,Average,5
EP05-051,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn thống kê số lượng tài sản theo thành phố để có bức tranh tổng quan toàn hệ thống.",Cán bộ quản lý,EO,Average,5
EP05-052,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn hiển thị kết quả thống kê dưới dạng bản đồ choropleth để trực quan hóa cường độ phân bố.",Cán bộ quản lý,EO,Complex,7
EP05-053,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn chọn chỉ số hiển thị như số lượng, giá trị hoặc tỷ lệ hỏng hóc trên choropleth.",Cán bộ quản lý,EI,Complex,6
EP05-054,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn phân lớp màu theo ngưỡng tùy chỉnh để phù hợp mục tiêu phân tích.",Cán bộ quản lý,EI,Complex,6
EP05-055,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn click vào một đơn vị hành chính để xem danh sách tài sản chi tiết bên trong.",Cán bộ quản lý,EQ,Complex,6
EP05-056,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn lọc thống kê theo loại tài sản và thời gian để so sánh chuyên sâu hơn.",Cán bộ quản lý,EQ,Complex,6
EP05-057,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn export bản đồ choropleth và bảng thống kê để phục vụ báo cáo lãnh đạo.",Cán bộ quản lý,EO,Complex,7
EP05-058,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn so sánh giữa nhiều đơn vị hành chính trên cùng biểu đồ để đánh giá chênh lệch.",Cán bộ quản lý,EO,Complex,7
EP05-059,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn sử dụng ranh giới hành chính chuẩn làm dữ liệu nền cho thống kê.",Cán bộ quản lý,EIF,Average,7
EP05-060,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Thống kê theo đơn vị hành chính để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP05-061,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Thống kê theo đơn vị hành chính để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP05-062,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Thống kê theo đơn vị hành chính để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP05-063,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Thống kê theo đơn vị hành chính theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP05-064,"EPIC-05
Phân tích Không gian",Thống kê theo đơn vị hành chính,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Thống kê theo đơn vị hành chính phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
